,,,2021q2,2021q4,2021q3,2022q2,2022q4,2022q3,2021q1,2022q1
"TESLA, INC.",CI,ComprehensiveIncomeNetOfTaxIncludingPortionAttributableToNoncontrollingInterest,244000000.0,1573000000.0,1241000000.0,3176000000.0,2866000000.0,1842000000.0,1261000000.0,5335000000.0
WALMART INC.,CP,EntityCommonStockSharesOutstanding,2802145927.0,2773878458.0,2788497816.0,2741150050.0,2696800054.0,2714237937.0,2817071695.0,2751779629.0
WALMART INC.,BS,PrepaidExpenseAndOtherAssetsCurrent,1565000000.0,2020000000.0,1555000000.0,2500000000.0,3169000000.0,2798000000.0,20861000000.0,1519000000.0
WALMART INC.,BS,LiabilitiesCurrent,80841000000.0,87620000000.0,81122000000.0,96530000000.0,101408000000.0,99899000000.0,92645000000.0,87379000000.0
WALMART INC.,BS,CommitmentsAndContingencies,,,,,,,,
WALMART INC.,BS,ShortTermBorrowings,362000000.0,447000000.0,671000000.0,11432000000.0,6811000000.0,10634000000.0,224000000.0,410000000.0
WALMART INC.,BS,ReceivablesNetCurrent,5797000000.0,7349000000.0,6103000000.0,7674000000.0,8218000000.0,7522000000.0,6516000000.0,8280000000.0
WALMART INC.,BS,MinorityInterest,6257000000.0,8483000000.0,6598000000.0,8704000000.0,7870000000.0,8018000000.0,6606000000.0,8638000000.0
WALMART INC.,BS,StockholdersEquityIncludingPortionAttributableToNoncontrollingInterest,84592000000.0,90757000000.0,87127000000.0,85600000000.0,80123000000.0,85587000000.0,87531000000.0,91891000000.0
WALMART INC.,BS,CommonStockValue,280000000.0,277000000.0,278000000.0,275000000.0,270000000.0,272000000.0,282000000.0,276000000.0
WALMART INC.,BS,FinanceLeaseLiabilityNoncurrent,3802000000.0,4061000000.0,3952000000.0,4409000000.0,4512000000.0,4420000000.0,3847000000.0,4243000000.0
WALMART INC.,BS,Goodwill,28872000000.0,28923000000.0,29159000000.0,29438000000.0,28137000000.0,28664000000.0,28983000000.0,29014000000.0
WALMART INC.,BS,AccruedLiabilitiesCurrent,21371000000.0,24474000000.0,23915000000.0,21061000000.0,27443000000.0,23843000000.0,37966000000.0,26060000000.0
WALMART INC.,BS,StockholdersEquity,78335000000.0,82274000000.0,80529000000.0,76896000000.0,72253000000.0,77569000000.0,80925000000.0,83253000000.0
WALMART INC.,BS,LiabilitiesAndStockholdersEquity,236581000000.0,244851000000.0,238552000000.0,246142000000.0,247656000000.0,247199000000.0,252496000000.0,244860000000.0
WALMART INC.,BS,CashAndCashEquivalentsAtCarryingValue,22846000000.0,16111000000.0,22831000000.0,11817000000.0,11587000000.0,13923000000.0,17741000000.0,14760000000.0
WALMART INC.,BS,FinanceLeaseRightOfUseAsset,3979000000.0,4226000000.0,4109000000.0,4505000000.0,4597000000.0,4514000000.0,4005000000.0,4351000000.0
WALMART INC.,BS,AssetsCurrent,76591000000.0,82964000000.0,78243000000.0,83220000000.0,87680000000.0,84164000000.0,90067000000.0,81070000000.0
WALMART INC.,BS,AdditionalPaidInCapital,3424000000.0,4811000000.0,3655000000.0,4587000000.0,4817000000.0,4672000000.0,3646000000.0,4839000000.0
WALMART INC.,BS,OperatingLeaseLiabilityCurrent,1448000000.0,1486000000.0,1441000000.0,1485000000.0,1457000000.0,1464000000.0,1466000000.0,1483000000.0
WALMART INC.,BS,AccountsPayableCurrent,48151000000.0,57156000000.0,49601000000.0,52926000000.0,57263000000.0,54191000000.0,49141000000.0,55261000000.0
WALMART INC.,BS,InventoryNet,46383000000.0,57484000000.0,47754000000.0,61229000000.0,64706000000.0,59921000000.0,44949000000.0,56511000000.0
WALMART INC.,BS,LongTermDebtNoncurrent,40273000000.0,36425000000.0,39581000000.0,32174000000.0,33935000000.0,29801000000.0,41194000000.0,34864000000.0
WALMART INC.,BS,Assets,236581000000.0,244851000000.0,238552000000.0,246142000000.0,247656000000.0,247199000000.0,252496000000.0,244860000000.0
WALMART INC.,BS,LongTermDebtCurrent,3500000000.0,1575000000.0,1617000000.0,3580000000.0,5458000000.0,5316000000.0,3115000000.0,2803000000.0
WALMART INC.,BS,DeferredIncomeTaxesAndOtherLiabilitiesNoncurrent,14143000000.0,12893000000.0,13654000000.0,13943000000.0,14760000000.0,14092000000.0,14370000000.0,13474000000.0
WALMART INC.,BS,DividendsPayableCurrent,4651000000.0,1528000000.0,3109000000.0,4631000000.0,1527000000.0,3049000000.0,,
WALMART INC.,BS,FinanceLeaseLiabilityCurrent,507000000.0,508000000.0,501000000.0,511000000.0,549000000.0,534000000.0,491000000.0,511000000.0
WALMART INC.,BS,AccumulatedOtherComprehensiveIncomeLossNetOfTax,-7946000000.0,-8488000000.0,-7976000000.0,-8498000000.0,-10780000000.0,-9894000000.0,-11766000000.0,-8766000000.0
WALMART INC.,BS,OperatingLeaseLiabilityNoncurrent,12930000000.0,13095000000.0,13116000000.0,13226000000.0,12658000000.0,13140000000.0,12909000000.0,13009000000.0
WALMART INC.,BS,OtherAssetsNoncurrent,22493000000.0,22633000000.0,21552000000.0,20267000000.0,16295000000.0,19979000000.0,23598000000.0,22152000000.0
WALMART INC.,BS,AccruedIncomeTaxesCurrent,851000000.0,446000000.0,267000000.0,904000000.0,900000000.0,868000000.0,242000000.0,851000000.0
WALMART INC.,BS,RetainedEarningsAccumulatedDeficit,82577000000.0,85674000000.0,84572000000.0,80532000000.0,77946000000.0,82519000000.0,88763000000.0,86904000000.0
WALMART INC.,BS,PropertyPlantAndEquipmentNet,90996000000.0,92242000000.0,91621000000.0,94741000000.0,97553000000.0,96006000000.0,92201000000.0,94515000000.0
WALMART INC.,BS,OperatingLeaseRightOfUseAsset,13650000000.0,13863000000.0,13868000000.0,13971000000.0,13394000000.0,13872000000.0,13642000000.0,13758000000.0
WALMART INC.,EQ,StockholdersEquityIncludingPortionAttributableToNoncontrollingInterest,84592000000.0,90757000000.0,87127000000.0,85600000000.0,80123000000.0,85587000000.0,87531000000.0,91891000000.0
WALMART INC.,EQ,ProfitLoss,2811000000.0,3132000000.0,4364000000.0,2103000000.0,5483000000.0,5147000000.0,13706000000.0,13940000000.0
WALMART INC.,EQ,MinorityInterestDecreaseFromDistributionsToNoncontrollingInterestHolders,408000000.0,6000000.0,10000000.0,408000000.0,10000000.0,434000000.0,365000000.0,416000000.0
WALMART INC.,EQ,DividendsCash,6200000000.0,-45000000.0,6200000000.0,6173000000.0,-43000000.0,6173000000.0,6116000000.0,6152000000.0
WALMART INC.,EQ,StockRepurchasedDuringPeriodValue,2832000000.0,2132000000.0,2369000000.0,2376000000.0,2932000000.0,3386000000.0,2658000000.0,9808000000.0
WALMART INC.,EQ,OtherComprehensiveIncomeLossNetOfTax,3746000000.0,-705000000.0,48000000.0,275000000.0,-1094000000.0,-1396000000.0,826000000.0,2770000000.0
WALMART INC.,EQ,StockholdersEquityOther,56000000.0,-317000000.0,-502000000.0,155000000.0,-286000000.0,-321000000.0,-586000000.0,-787000000.0
WALMART INC.,CF,OtherNoncashIncomeExpense,-270000000.0,-1057000000.0,-606000000.0,59000000.0,-921000000.0,-244000000.0,-1521000000.0,-1652000000.0
WALMART INC.,CF,UnrealizedGainLossOnInvestments,-2077000000.0,-1831000000.0,-3019000000.0,-1989000000.0,-5611000000.0,-1988000000.0,8589000000.0,-2440000000.0
WALMART INC.,CF,PaymentsToAcquireBusinessesNetOfCashAcquired,0.0,248000000.0,248000000.0,598000000.0,730000000.0,616000000.0,180000000.0,359000000.0
WALMART INC.,CF,DepreciationAmortizationAndAccretionNet,2661000000.0,7952000000.0,5302000000.0,2680000000.0,8134000000.0,5379000000.0,11152000000.0,10658000000.0
WALMART INC.,CF,CommonStockDividendsPerShareDeclared,2.2,,0.0,,,,,
WALMART INC.,CF,ProfitLoss,2811000000.0,3132000000.0,4364000000.0,2103000000.0,5483000000.0,5147000000.0,13706000000.0,13940000000.0
WALMART INC.,CF,IncreaseDecreaseInAccruedLiabilities,-4004000000.0,-722000000.0,-1412000000.0,-4949000000.0,1354000000.0,-2439000000.0,4623000000.0,1404000000.0
WALMART INC.,CF,PaymentsOfDividendsCommonStock,1549000000.0,4627000000.0,3091000000.0,1543000000.0,4600000000.0,3081000000.0,6116000000.0,6152000000.0
WALMART INC.,CF,ProceedsFromRepaymentsOfShortTermDebt,138000000.0,228000000.0,441000000.0,10995000000.0,6451000000.0,10230000000.0,-324000000.0,193000000.0
WALMART INC.,CF,EffectOfExchangeRateOnCashCashEquivalentsRestrictedCashAndRestrictedCashEquivalents,-51000000.0,-118000000.0,-21000000.0,49000000.0,-331000000.0,-100000000.0,235000000.0,-140000000.0
WALMART INC.,CF,ProceedsFromSaleOfPropertyPlantAndEquipment,72000000.0,290000000.0,176000000.0,35000000.0,126000000.0,72000000.0,215000000.0,394000000.0
WALMART INC.,CF,IncreaseDecreaseInAccruedTaxesPayable,428000000.0,24000000.0,-161000000.0,49000000.0,51000000.0,16000000.0,-136000000.0,39000000.0
WALMART INC.,CF,ProceedsFromDivestitureOfBusinesses,7935000000.0,7935000000.0,7935000000.0,0.0,0.0,0.0,56000000.0,7935000000.0
WALMART INC.,CF,NetCashProvidedByUsedInOperatingActivities,2858000000.0,16291000000.0,12423000000.0,-3758000000.0,15698000000.0,9240000000.0,36074000000.0,24181000000.0
WALMART INC.,CF,PaymentsForProceedsFromOtherInvestingActivities,-57000000.0,919000000.0,442000000.0,456000000.0,300000000.0,548000000.0,-102000000.0,879000000.0
WALMART INC.,CF,IncreaseDecreaseInAccountsPayable,-1004000000.0,7906000000.0,119000000.0,-1640000000.0,3183000000.0,-453000000.0,6966000000.0,5520000000.0
WALMART INC.,CF,GainLossOnSaleOfBusiness,-433000000.0,-433000000.0,-433000000.0,0.0,0.0,0.0,-8401000000.0,-433000000.0
WALMART INC.,CF,IncreaseDecreaseInDeferredIncomeTaxes,155000000.0,1402000000.0,385000000.0,69000000.0,-28000000.0,-111000000.0,-1911000000.0,755000000.0
WALMART INC.,CF,PaymentsForRepurchaseOfCommonStock,2809000000.0,7368000000.0,5200000000.0,2408000000.0,8708000000.0,5747000000.0,2625000000.0,9787000000.0
WALMART INC.,CF,IncreaseDecreaseInAccountsAndOtherReceivables,-828000000.0,842000000.0,-452000000.0,-837000000.0,59000000.0,-874000000.0,1086000000.0,1796000000.0
WALMART INC.,CF,CashCashEquivalentsRestrictedCashAndRestrictedCashEquivalentsIncludingDisposalGroupAndDiscontinuedOperations,22894000000.0,16166000000.0,22881000000.0,,,,1848000000.0,
WALMART INC.,CF,RepaymentsOfLongTermDebt,510000000.0,13010000000.0,3010000000.0,926000000.0,1439000000.0,1439000000.0,5382000000.0,13010000000.0
WALMART INC.,CF,PaymentsToAcquirePropertyPlantAndEquipment,2214000000.0,8588000000.0,5019000000.0,3539000000.0,12061000000.0,7492000000.0,10264000000.0,13106000000.0
WALMART INC.,CF,NetCashProvidedByUsedInFinancingActivities,-5399000000.0,-18113000000.0,-11559000000.0,5315000000.0,-5581000000.0,-1400000000.0,-16117000000.0,-22828000000.0
WALMART INC.,CF,ProceedsFromPaymentsForOtherFinancingActivities,-669000000.0,-1175000000.0,-685000000.0,-838000000.0,-2293000000.0,-1408000000.0,-1236000000.0,-1515000000.0
WALMART INC.,CF,NetCashProvidedByUsedInInvestingActivities,5850000000.0,-1530000000.0,2402000000.0,-4558000000.0,-12965000000.0,-8584000000.0,-10071000000.0,-6015000000.0
WALMART INC.,CF,IncreaseDecreaseInRetailRelatedInventories,1487000000.0,12663000000.0,2725000000.0,4699000000.0,9008000000.0,3730000000.0,2395000000.0,11764000000.0
WALMART INC.,CF,CashCashEquivalentsRestrictedCashAndRestrictedCashEquivalentsPeriodIncreaseDecreaseIncludingExchangeRateEffect,3258000000.0,-3470000000.0,3245000000.0,-2952000000.0,-3179000000.0,-844000000.0,10121000000.0,-4802000000.0
WALMART INC.,CF,CashCashEquivalentsRestrictedCashAndRestrictedCashEquivalentsPeriodIncreaseDecreaseIncludingExchangeRateEffectDisposalGroupIncludingDiscontinuedOperations,1848000000.0,1848000000.0,1848000000.0,0.0,0.0,0.0,,1848000000.0
WALMART INC.,IS,IncomeTaxExpenseBenefit,1033000000.0,1015000000.0,1559000000.0,798000000.0,336000000.0,1497000000.0,6858000000.0,4756000000.0
WALMART INC.,IS,NetIncomeLossAttributableToNoncontrollingInterest,81000000.0,27000000.0,88000000.0,49000000.0,31000000.0,47000000.0,196000000.0,267000000.0
WALMART INC.,IS,InterestIncomeExpenseNet,-536000000.0,-442000000.0,-478000000.0,-419000000.0,-500000000.0,-448000000.0,-2194000000.0,-1836000000.0
WALMART INC.,IS,CommonStockDividendsPerShareDeclared,2.2,0.0,0.0,2.24,0.0,0.0,2.16,2.2
WALMART INC.,IS,ProfitLoss,2811000000.0,3132000000.0,4364000000.0,2103000000.0,5483000000.0,5147000000.0,13706000000.0,13940000000.0
WALMART INC.,IS,SellingGeneralAndAdministrativeExpense,28129000000.0,29710000000.0,28511000000.0,29404000000.0,34505000000.0,30167000000.0,116288000000.0,117812000000.0
WALMART INC.,IS,OtherIncome,1151000000.0,1318000000.0,1177000000.0,1281000000.0,1344000000.0,1478000000.0,3918000000.0,4992000000.0
WALMART INC.,IS,NonoperatingIncomeExpense,-2529000000.0,1207000000.0,-953000000.0,-1998000000.0,-3626000000.0,-1760000000.0,210000000.0,-3000000000.0
WALMART INC.,IS,WeightedAverageNumberOfSharesOutstandingBasic,2815000000.0,2799000000.0,2799000000.0,2754000000.0,2711000000.0,2745000000.0,2831000000.0,2792000000.0
WALMART INC.,IS,WeightedAverageNumberOfDilutedSharesOutstanding,2829000000.0,2813000000.0,2812000000.0,2765000000.0,2743000000.0,2755000000.0,2847000000.0,2805000000.0
WALMART INC.,IS,EarningsPerShareDiluted,0.97,1.11,1.52,0.74,-0.66,1.88,4.75,4.87
WALMART INC.,IS,CostOfRevenue,103272000000.0,105023000000.0,105183000000.0,106847000000.0,115613000000.0,115838000000.0,420315000000.0,429000000000.0
WALMART INC.,IS,IncomeLossFromContinuingOperationsBeforeIncomeTaxesMinorityInterestAndIncomeLossFromEquityMethodInvestments,3844000000.0,,5923000000.0,,,,20564000000.0,
WALMART INC.,IS,NetIncomeLoss,2730000000.0,3105000000.0,4276000000.0,2054000000.0,-1798000000.0,7203000000.0,13510000000.0,13673000000.0
WALMART INC.,IS,EarningsPerShareBasic,0.97,1.11,1.53,0.75,-0.66,1.88,4.77,4.9
WALMART INC.,IS,FinanceLeaseInterestExpense,85000000.0,78000000.0,78000000.0,83000000.0,85000000.0,84000000.0,,
WALMART INC.,IS,OperatingIncomeLoss,6909000000.0,5792000000.0,7354000000.0,5318000000.0,2695000000.0,12172000000.0,22548000000.0,25942000000.0
WALMART INC.,IS,Revenues,138310000000.0,140525000000.0,141048000000.0,141569000000.0,152813000000.0,152859000000.0,559151000000.0,572754000000.0
WALMART INC.,IS,InterestExpenseDebt,481000000.0,408000000.0,437000000.0,372000000.0,499000000.0,395000000.0,1976000000.0,1674000000.0
WALMART INC.,IS,InvestmentIncomeInterest,30000000.0,44000000.0,37000000.0,36000000.0,84000000.0,31000000.0,121000000.0,158000000.0
WALMART INC.,IS,RevenueFromContractWithCustomerExcludingAssessedTax,137159000000.0,139207000000.0,277030000000.0,140288000000.0,151469000000.0,291669000000.0,555233000000.0,567762000000.0
WALMART INC.,CI,OtherComprehensiveIncomeLossForeignCurrencyTransactionAndTranslationAdjustmentNetOfTax,2959000000.0,-523000000.0,201000000.0,232000000.0,-919000000.0,-1380000000.0,842000000.0,2442000000.0
WALMART INC.,CI,OtherComprehensiveIncomeLossNetOfTaxPortionAttributableToParent,3820000000.0,-512000000.0,-30000000.0,268000000.0,-886000000.0,-1396000000.0,1039000000.0,3000000000.0
WALMART INC.,CI,OtherComprehensiveIncomeLossNetOfTaxPortionAttributableToNoncontrollingInterest,-74000000.0,-193000000.0,78000000.0,7000000.0,-208000000.0,-275000000.0,-213000000.0,-230000000.0
WALMART INC.,CI,OtherComprehensiveIncomeLossCashFlowHedgeGainLossAfterReclassificationAndTax,20000000.0,-183000000.0,-155000000.0,42000000.0,-175000000.0,-293000000.0,235000000.0,-444000000.0
WALMART INC.,CI,NetIncomeLossAttributableToNoncontrollingInterest,81000000.0,27000000.0,88000000.0,49000000.0,31000000.0,47000000.0,,
WALMART INC.,CI,ProfitLoss,2811000000.0,3132000000.0,4364000000.0,2103000000.0,5483000000.0,5147000000.0,13706000000.0,13940000000.0
WALMART INC.,CI,OtherComprehensiveIncomeLossPensionAndOtherPostretirementBenefitPlansAdjustmentNetOfTax,-1969000000.0,-1000000.0,-2000000.0,-1000000.0,0.0,-2000000.0,30000000.0,-1974000000.0
WALMART INC.,CI,ComprehensiveIncomeNetOfTaxAttributableToNoncontrollingInterest,7000000.0,-166000000.0,166000000.0,56000000.0,-177000000.0,-277000000.0,-17000000.0,37000000.0
WALMART INC.,CI,NetIncomeLoss,2730000000.0,3105000000.0,4276000000.0,2054000000.0,-1798000000.0,7203000000.0,13510000000.0,13673000000.0
WALMART INC.,CI,OtherComprehensiveIncomeLossDerivativeExcludedComponentIncreaseDecreaseAfterAdjustmentsTax,1202000000.0,0.0,0.0,0.0,0.0,0.0,221000000.0,1202000000.0
WALMART INC.,CI,ComprehensiveIncomeNetOfTax,6550000000.0,2593000000.0,4246000000.0,2322000000.0,-2684000000.0,3753000000.0,14549000000.0,16673000000.0
WALMART INC.,CI,ComprehensiveIncomeNetOfTaxIncludingPortionAttributableToNoncontrollingInterest,6557000000.0,2427000000.0,4412000000.0,2378000000.0,-2861000000.0,3476000000.0,14532000000.0,16710000000.0
WALMART INC.,CI,OtherComprehensiveIncomeLossNetOfTax,3746000000.0,-705000000.0,48000000.0,275000000.0,-1094000000.0,-1396000000.0,826000000.0,2770000000.0
ADVANCED MICRO DEVICES INC,CF,EquitySecuritiesFvNiGainLoss,,60000000.0,,44000000.0,-3000000.0,10000000.0,,
ADVANCED MICRO DEVICES INC,CF,RepaymentsOfShortTermDebt,,0.0,,,312000000.0,,,
ADVANCED MICRO DEVICES INC,CF,PaymentsForRepurchaseOfCommonStock,,1004000000.0,256000000.0,1914000000.0,3452000000.0,2835000000.0,,1762000000.0
ADVANCED MICRO DEVICES INC,CF,ProceedsFromPaymentsForOtherFinancingActivities,,0.0,0.0,-1000000.0,2000000.0,2000000.0,-1000000.0,0.0
ADVANCED MICRO DEVICES INC,CF,ProceedsFromLinesOfCredit,,0.0,0.0,,991000000.0,991000000.0,,
ADVANCED MICRO DEVICES INC,EQ,StockRepurchasedDuringPeriodValue,,750000000.0,,1900000000.0,617000000.0,920000000.0,,1800000000.0
ADVANCED MICRO DEVICES INC,BS,ShortTermBorrowings,,312000000.0,,312000000.0,0.0,312000000.0,,312000000.0
ALPHABET INC.,EQ,TaxWithholdingRelatedToVestingOfRestrictedStockUnits,,2641000000.0,4749000000.0,2895000000.0,2315000000.0,2435000000.0,5969000000.0,10273000000.0
ALPHABET INC.,IS,IncomeLossFromContinuingOperationsBeforeIncomeTaxesExtraordinaryItemsNoncontrollingInterest,,23064000000.0,,18934000000.0,54181000000.0,19014000000.0,,90734000000.0
AMAZON COM INC,CF,ProceedsFromPropertyPlantAndEquipmentSalesAndIncentives,,997000000.0,1300000000.0,1209000000.0,1337000000.0,1626000000.0,,5657000000.0
APPLE INC,CF,ProceedsFromSaleAndMaturityOfOtherInvestments,,387000000.0,,,,,,
APPLE INC,CF,PaymentsToAcquireOtherInvestments,,131000000.0,,,,,,
APPLE INC,CI,OtherComprehensiveIncomeLossReclassificationAdjustmentFromAOCIOnDerivativesNetOfTax,,-23000000.0,,,,,,
APPLE INC,CI,OtherComprehensiveIncomeLossDerivativesQualifyingAsHedgesNetOfTax,,-638000000.0,,,,,,
APPLE INC,CI,OtherComprehensiveIncomeUnrealizedGainLossOnDerivativesArisingDuringPeriodNetOfTax,,-661000000.0,,,,,,
APPLE INC,CP,EntityPublicFloat,,2021360000000.0,,,2830067000000.0,,,
AT&T INC.,CF,RepaymentsOfRelatedPartyDebt,,361000000.0,,,,,,459000000.0
AT&T INC.,CF,ProceedsFromRepaymentsOfRelatedPartyDebt,,1439000000.0,,-294000000.0,-1070000000.0,-722000000.0,,1341000000.0
AT&T INC.,BS,DueToRelatedPartiesNoncurrent,,258000000.0,,0.0,,,,96000000.0
AT&T INC.,BS,DueToRelatedPartiesCurrent,,1180000000.0,,1047000000.0,271000000.0,619000000.0,,1245000000.0
BERKSHIRE HATHAWAY ENERGY CO,CF,PaymentsToAcquireBusinessesNetOfCashAcquired,,64000000.0,,,15000000.0,,2397000000.0,122000000.0
BERKSHIRE HATHAWAY ENERGY CO,CF,PaymentsForRepurchaseOfRedeemablePreferredStock,,1450000000.0,,,800000000.0,800000000.0,,2100000000.0
BERKSHIRE HATHAWAY ENERGY CO,CF,Businessacquisitionacquisitionofremainingnoncontrollinginterest,,0.0,0.0,,,,33000000.0,0.0
BERKSHIRE HATHAWAY ENERGY CO,CF,ProceedsFromMinorityShareholders,,9000000.0,9000000.0,,4000000.0,,,9000000.0
BERKSHIRE HATHAWAY ENERGY CO,CF,PaymentsOfDividendsPreferredStockAndPreferenceStock,,86000000.0,75000000.0,,33000000.0,33000000.0,,132000000.0
BERKSHIRE HATHAWAY ENERGY CO,CF,ProceedsFromSaleAndMaturityOfOtherInvestments,,1296000000.0,,,6000000.0,,,1300000000.0
BERKSHIRE HATHAWAY ENERGY CO,EQ,StockRedeemedOrCalledDuringPeriodValue,,1450000000.0,,,800000000.0,800000000.0,,2100000000.0
BERKSHIRE HATHAWAY ENERGY CO,EQ,NoncontrollingInterestIncreaseFromSubsidiaryEquityIssuance,,9000000.0,9000000.0,,2000000.0,2000000.0,1223000000.0,9000000.0
BERKSHIRE HATHAWAY ENERGY CO,EQ,MinorityInterestDecreaseFromRedemptions,,3000000.0,33000000.0,,3000000.0,,-33000000.0,7000000.0
BERKSHIRE HATHAWAY ENERGY CO,UN,ProceedsFromRepaymentsOfNotesPayable,,-9000000.0,-9000000.0,0.0,,0.0,,-9000000.0
BERKSHIRE HATHAWAY ENERGY CO,UN,InterestCostsCapitalizedAdjustment,,4000000.0,1000000.0,4000000.0,3000000.0,9000000.0,,13000000.0
BERKSHIRE HATHAWAY ENERGY CO,UN,ProceedsFromContributionsFromParent,,256000000.0,256000000.0,130000000.0,25000000.0,25000000.0,,346000000.0
BERKSHIRE HATHAWAY ENERGY CO,UN,PreferredStockSharesIssued,,2000000.0,,,,,,
BERKSHIRE HATHAWAY ENERGY CO,UN,PaymentsOfDividendsCommonStock,,13000000.0,0.0,,100000000.0,100000000.0,,150000000.0
BERKSHIRE HATHAWAY ENERGY CO,UN,PreferredStockParOrStatedValuePerShare,,0.01,,,,,,
BERKSHIRE HATHAWAY ENERGY CO,UN,DividendsCommonStockCash,,13000000.0,13000000.0,,100000000.0,100000000.0,,150000000.0
BERKSHIRE HATHAWAY ENERGY CO,UN,OtherNonrecurringIncomeExpense,,-9000000.0,3000000.0,1000000.0,2000000.0,2000000.0,,112000000.0
BERKSHIRE HATHAWAY ENERGY CO,UN,PreferredStockSharesAuthorized,,100000000.0,,,,,,
BERKSHIRE HATHAWAY ENERGY CO,UN,PreferredStockSharesOutstanding,,2000000.0,,,,,,
BERKSHIRE HATHAWAY ENERGY CO,UN,ProceedsFromCollectionOfLongtermLoansToRelatedParties,,269000000.0,268000000.0,3000000.0,31000000.0,15000000.0,,305000000.0
BERKSHIRE HATHAWAY ENERGY CO,UN,ProceedsFromSaleOfOtherAssetsInvestingActivities,,0.0,,,,,,0.0
BERKSHIRE HATHAWAY ENERGY CO,BS,CommonStockParOrStatedValuePerShare,,3.75,3.75,3.75,,3.75,0.0,1.0
BOEING CO,CF,ProvisionForLoanAndLeaseLosses,,-3000000.0,-1000000.0,48000000.0,39000000.0,42000000.0,12000000.0,12000000.0
BOEING CO,CF,PaymentsToAcquireBusinessesNetOfCashAcquired,,6000000.0,,,6000000.0,,455000000.0,6000000.0
BOEING CO,CI,OtherComprehensiveIncomeLossCashFlowHedgeGainLossAfterReclassificationAndTax,,58000000.0,,129000000.0,-133000000.0,-173000000.0,,49000000.0
BOEING CO,CI,OtherComprehensiveIncomeDefinedBenefitPlanNetPriorServiceCostsCreditArisingDuringPeriodNetOfTax,,,,,,,-27000000.0,-27000000.0
BOEING CO,CI,OtherComprehensiveIncomeLossCashFlowHedgeGainLossBeforeReclassificationTax,,18000000.0,,28000000.0,-46000000.0,-49000000.0,,16000000.0
BOEING CO,CI,OtherComprehensiveIncomeLossCashFlowHedgeGainLossBeforeReclassificationAfterTax,,64000000.0,,94000000.0,-157000000.0,-168000000.0,,55000000.0
BOEING CO,CI,OtherComprehensiveIncomeDefinedBenefitPlansNetUnamortizedGainLossArisingDuringPeriodTax,,104000000.0,2000000.0,,0.0,0.0,-111000000.0,32000000.0
BOEING CO,CI,OtherComprehensiveIncomeLossCashFlowHedgeGainLossReclassificationAfterTax,,6000000.0,,35000000.0,24000000.0,-5000000.0,,6000000.0
BOEING CO,CI,OtherComprehensiveIncomeLossCashFlowHedgeGainLossReclassificationTax,,2000000.0,,-9000000.0,-6000000.0,1000000.0,,2000000.0
BOEING CO,CI,OtherComprehensiveIncomeLossPensionAndOtherPostretirementBenefitPlansBenefitPlanImprovementTaxEffect,,0.0,,,,,-2000000.0,0.0
BOEING CO,CI,OtherComprehensiveIncomeDefinedBenefitPlansNetUnamortizedGainLossArisingDuringPeriodNetOfTax,,1544000000.0,7000000.0,,,,-1956000000.0,4262000000.0
EXXON MOBIL CORP,CF,RightOfUseAssetObtainedInExchangeForOperatingLeaseLiability,,804000000.0,,240000000.0,1648000000.0,1039000000.0,,
EXXON MOBIL CORP,CF,BusinessCombinationContingentConsiderationArrangementsChangeInAmountOfContingentConsiderationLiability1,,-28000000.0,-28000000.0,,-58000000.0,-58000000.0,-21000000.0,-30000000.0
EXXON MOBIL CORP,CF,RightOfUseAssetObtainedInExchangeForFinanceLeaseLiability,,168000000.0,,656000000.0,730000000.0,656000000.0,,
EXXON MOBIL CORP,CI,OtherComprehensiveIncomeLossForeignCurrencyTransactionAndTranslationReclassificationAdjustmentFromAOCIRealizedUponSaleOrLiquidationNetOfTax,,0.0,,,,,-14000000.0,2000000.0
FORD MOTOR CO,EQ,ForfeituresDividendEquivalents,,1000000.0,1000000.0,,,,,
FORD MOTOR CO,IS,InterestExpenseOther,,439000000.0,,308000000.0,321000000.0,312000000.0,,1803000000.0
FORD MOTOR CO,CI,OtherComprehensiveIncomeLossCashFlowHedgeGainLossAfterReclassificationAndTax,,343000000.0,,144000000.0,367000000.0,-94000000.0,,73000000.0
INTEL CORP,CF,PaymentsForAcceleratedShareRepurchaseForwardAgreements,,0.0,,,,,,
INTEL CORP,EQ,AcceleratedShareRepurchasesForwardAgreements,,0.0,,,,,,
INTEL CORP,CI,OtherComprehensiveIncomeLossCashFlowHedgeGainLossAfterReclassificationAndTaxParent,,-46000000.0,,-115000000.0,-436000000.0,-627000000.0,,-520000000.0
INTERNATIONAL BUSINESS MACHINES CORP,BS,DebtSecuritiesAvailableForSaleExcludingAccruedInterestCurrent,,600000000.0,600000000.0,550000000.0,1753000000.0,524000000.0,,600000000.0
JPMORGAN CHASE & CO,BS,DebtSecuritiesAvailableForSaleAmortizedCostExcludingAccruedInterestAfterAllowanceForCreditLoss,,249733000000.0,,322122000000.0,200919000000.0,231904000000.0,,308254000000.0
JPMORGAN CHASE & CO,BS,FinancingReceivableExcludingAccruedInterestBeforeAllowanceForCreditLossesNetOfDeferredIncome,,1044615000000.0,,1073285000000.0,1112633000000.0,1104155000000.0,,1077714000000.0
JPMORGAN CHASE & CO,BS,FinancingReceivableExcludingAccruedInterestAfterAllowanceForCreditLoss,,1026465000000.0,,1056093000000.0,1094448000000.0,1086405000000.0,,1061328000000.0
